14. 1. 20 오후 9:59
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	
Total:           	  108827	754411	                    3422602	                      3749013	
Remaining:       	   40021	448310	                    1519071	                      1618970	
Unique:          	   76896	616182	                    2794138	                      3068049	
Unique Remaining:	   33102	381432	                    1293155	                      1379103	


Individual File Statistics:

File Name                                                                                                   	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
rubydoc/refm/api/src/tkextlib/blt/dragdrop/DragDrop__DnD_Handle                                             	             1	                 0	              1	                        0	          7	              0	           7	                     0	                               57	                                    0	                                57	                                           0	                                 61	                                      0	                                  61	                                             0	
rubydoc/refm/api/src/tkextlib/blt/dragdrop/DragDrop__PackageCommand                                         	             3	                 0	              1	                        0	         10	              0	           6	                     0	                               93	                                    0	                                57	                                           0	                                100	                                      0	                                  61	                                             0	
rubydoc/refm/api/src/tkextlib/blt/dragdrop/DragDrop__PackageCommand__ValidateArgs                           	             3	                 0	              1	                        0	         13	              0	           8	                     0	                              111	                                    0	                                75	                                           0	                                118	                                      0	                                  79	                                             0	
rubydoc/refm/api/src/tkextlib/blt/dragdrop/DragDrop__SiteCommand                                            	             3	                 0	              1	                        0	         10	              0	           6	                     0	                               90	                                    0	                                54	                                           0	                                 97	                                      0	                                  58	                                             0	
rubydoc/refm/api/src/tkextlib/blt/dragdrop/DragDrop__SiteCommand__ValidateArgs                              	             3	                 0	              1	                        0	         13	              0	           8	                     0	                              108	                                    0	                                72	                                           0	                                115	                                      0	                                  76	                                             0	
rubydoc/refm/api/src/tkextlib/blt/dragdrop/DragDrop__Token                                                  	             3	                 0	              1	                        0	         11	              0	           6	                     0	                               71	                                    0	                                39	                                           0	                                 78	                                      0	                                  43	                                             0	
rubydoc/refm/api/src/tkextlib/blt/dragdrop.rd                                                               	            26	                 0	             20	                        0	        130	              0	         113	                     0	                             1088	                                    0	                               954	                                           0	                               1154	                                      0	                                1012	                                             0	
rubydoc/refm/api/src/tkextlib/blt/eps.rd                                                                    	             4	                 0	              2	                        0	         16	              0	          13	                     0	                               89	                                    0	                                72	                                           0	                                 97	                                      0	                                  79	                                             0	
rubydoc/refm/api/src/tkextlib/blt/graph.rd                                                                  	            11	                 0	              1	                        0	         46	              0	           5	                     0	                              305	                                    0	                                29	                                           0	                                328	                                      0	                                  33	                                             0	
rubydoc/refm/api/src/tkextlib/blt/GraphCommand                                                              	             7	                 0	              6	                        0	         16	              0	          14	                     0	                              150	                                    0	                               133	                                           0	                                159	                                      0	                                 140	                                             0	
rubydoc/refm/api/src/tkextlib/blt/htext.rd                                                                  	            24	                 0	             14	                        0	         84	              0	          56	                     0	                              672	                                    0	                               421	                                           0	                                719	                                      0	                                 456	                                             0	
rubydoc/refm/api/src/tkextlib/blt/setup.rd                                                                  	             2	                 0	              0	                        0	          3	              0	           0	                     0	                               17	                                    0	                                 0	                                           0	                                 18	                                      0	                                   0	                                             0	
rubydoc/refm/api/src/tkextlib/blt/spline.rd                                                                 	             8	                 0	              3	                        0	         28	              0	          16	                     0	                              156	                                    0	                                80	                                           0	                                172	                                      0	                                  90	                                             0	
rubydoc/refm/api/src/tkextlib/blt/stripchart.rd                                                             	            12	                 0	              1	                        0	         50	              0	           5	                     0	                              339	                                    0	                                34	                                           0	                                365	                                      0	                                  38	                                             0	
rubydoc/refm/api/src/tkextlib/blt/table/Table__TableContainer                                               	            23	                 0	             22	                        0	         70	              0	          68	                     0	                              793	                                    0	                               776	                                           0	                                820	                                      0	                                 801	                                             0	
rubydoc/refm/api/src/tkextlib/blt/table.rd                                                                  	            36	                 0	             30	                        0	        132	              0	         113	                     0	                             1110	                                    0	                               976	                                           0	                               1174	                                      0	                                1032	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tabnotebook.rd                                                            	             8	                 0	              5	                        0	         32	              0	          27	                     0	                              207	                                    0	                               173	                                           0	                                222	                                      0	                                 185	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tabset/Tabset__NamedTab                                                   	             3	                 0	              2	                        0	         15	              0	          13	                     0	                               92	                                    0	                                78	                                           0	                                100	                                      0	                                  84	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tabset/Tabset__Tab                                                        	            33	                 0	             18	                        0	        104	              0	          70	                     0	                              799	                                    0	                               540	                                           0	                                857	                                      0	                                 581	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tabset.rd                                                                 	            51	                 0	             34	                        0	        195	              0	         144	                     0	                             1462	                                    0	                              1127	                                           0	                               1563	                                      0	                                1204	                                             0	
rubydoc/refm/api/src/tkextlib/blt/ted.rd                                                                    	            13	                 0	              8	                        0	         50	              0	          36	                     0	                              359	                                    0	                               258	                                           0	                                389	                                      0	                                 281	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tile/button.rd                                                            	             4	                 0	              2	                        0	         18	              0	          15	                     0	                              104	                                    0	                                87	                                           0	                                112	                                      0	                                  94	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tile/checkbutton.rd                                                       	             3	                 0	              1	                        0	         12	              0	           9	                     0	                               73	                                    0	                                56	                                           0	                                 77	                                      0	                                  59	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tile/frame.rd                                                             	             4	                 0	              2	                        0	         18	              0	          15	                     0	                              101	                                    0	                                84	                                           0	                                109	                                      0	                                  91	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tile/label.rd                                                             	             4	                 0	              2	                        0	         18	              0	          15	                     0	                              101	                                    0	                                84	                                           0	                                109	                                      0	                                  91	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tile/radiobutton.rd                                                       	             3	                 0	              1	                        0	         12	              0	           9	                     0	                               73	                                    0	                                56	                                           0	                                 77	                                      0	                                  59	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tile/scrollbar.rd                                                         	             4	                 0	              2	                        0	         18	              0	          15	                     0	                              113	                                    0	                                96	                                           0	                                121	                                      0	                                 103	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tile/toplevel.rd                                                          	             4	                 0	              2	                        0	         18	              0	          15	                     0	                              110	                                    0	                                93	                                           0	                                118	                                      0	                                 100	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tile.rd                                                                   	             4	                 0	              1	                        0	         12	              0	           4	                     0	                               66	                                    0	                                20	                                           0	                                 71	                                      0	                                  22	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tree/Tree__Node                                                           	            51	                 0	             33	                        0	        137	              0	         104	                     0	                             1083	                                    0	                               843	                                           0	                               1178	                                      0	                                 921	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tree/Tree__Notify                                                         	             8	                 0	              2	                        0	         26	              0	          12	                     0	                              169	                                    0	                                71	                                           0	                                186	                                      0	                                  79	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tree/Tree__Tag                                                            	            12	                 0	              7	                        0	         37	              0	          25	                     0	                              248	                                    0	                               164	                                           0	                                269	                                      0	                                 177	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tree/Tree__Trace                                                          	             8	                 0	              2	                        0	         30	              0	          16	                     0	                              184	                                    0	                                86	                                           0	                                206	                                      0	                                  99	                                             0	
rubydoc/refm/api/src/tkextlib/blt/tree.rd                                                                   	            79	                 0	             68	                        0	        295	              0	         266	                     0	                             2227	                                    0	                              2018	                                           0	                               2394	                                      0	                                2170	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview/Hiertable                                                        	             1	                 0	              1	                        0	          7	              0	           7	                     0	                               42	                                    0	                                42	                                           0	                                 46	                                      0	                                  46	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview/Treeview__ConfigMethod                                           	            23	                 0	             21	                        0	         93	              0	          89	                     0	                              850	                                    0	                               808	                                           0	                                914	                                      0	                                 869	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview/Treeview__FindExecFlagValue                                      	             3	                 0	              1	                        0	         10	              0	           6	                     0	                               96	                                    0	                                60	                                           0	                                103	                                      0	                                  64	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview/Treeview__FindExecFlagValue__ValidateArgs                        	             3	                 0	              1	                        0	         13	              0	           8	                     0	                              114	                                    0	                                78	                                           0	                                121	                                      0	                                  82	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview/Treeview__Node                                                   	             7	                 0	              3	                        0	         27	              0	          17	                     0	                              182	                                    0	                               114	                                           0	                                198	                                      0	                                 123	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview/Treeview__OpenCloseCommand                                       	             3	                 0	              1	                        0	         10	              0	           6	                     0	                               95	                                    0	                                59	                                           0	                                102	                                      0	                                  63	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview/Treeview__OpenCloseCommand__ValidateArgs                         	             3	                 0	              1	                        0	         13	              0	           8	                     0	                              113	                                    0	                                77	                                           0	                                120	                                      0	                                  81	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview/Treeview__Tag                                                    	            12	                 0	              5	                        0	         40	              0	          21	                     0	                              279	                                    0	                               139	                                           0	                                300	                                      0	                                 150	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview/Treeview__TagOrID_Methods                                        	            53	                 0	             34	                        0	        138	              0	          95	                     0	                             1230	                                    0	                               910	                                           0	                               1306	                                      0	                                 965	                                             0	
rubydoc/refm/api/src/tkextlib/blt/treeview.rd                                                               	           101	                 0	             82	                        0	        398	              0	         342	                     0	                             3417	                                    0	                              2956	                                           0	                               3609	                                      0	                                3118	                                             0	
rubydoc/refm/api/src/tkextlib/blt/unix_dnd.rd                                                               	            32	                 0	             24	                        0	        143	              0	         115	                     0	                             1030	                                    0	                               828	                                           0	                               1132	                                      0	                                 912	                                             0	
rubydoc/refm/api/src/tkextlib/blt/vector.rd                                                                 	            47	                 0	             34	                        0	        150	              0	         119	                     0	                             1103	                                    0	                               881	                                           0	                               1193	                                      0	                                 953	                                             0	
rubydoc/refm/api/src/tkextlib/blt/watch.rd                                                                  	            15	                 0	              4	                        0	         43	              0	          16	                     0	                              293	                                    0	                               105	                                           0	                                322	                                      0	                                 119	                                             0	
rubydoc/refm/api/src/tkextlib/blt/win_printer.rd                                                            	            17	                 0	              9	                        0	         50	              0	          30	                     0	                              354	                                    0	                               225	                                           0	                                379	                                      0	                                 238	                                             0	
rubydoc/refm/api/src/tkextlib/blt/winop.rd                                                                  	            34	                 6	             28	                        5	        163	             35	         146	                    30	                             1038	                                  124	                               944	                                         106	                               1139	                                    134	                                1037	                                           114	
rubydoc/refm/api/src/tkextlib/blt.rd                                                                        	            22	                 0	             19	                        0	         67	              0	          61	                     0	                              527	                                    0	                               480	                                           0	                                556	                                      0	                                 504	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/arrowbutton.rd                                                        	             4	                 0	              2	                        0	         19	              0	          16	                     0	                              131	                                    0	                               114	                                           0	                                139	                                      0	                                 121	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/bitmap.rd                                                             	             6	                 0	              3	                        0	         21	              0	          16	                     0	                              137	                                    0	                               106	                                           0	                                148	                                      0	                                 114	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/button.rd                                                             	             4	                 0	              2	                        0	         16	              0	          13	                     0	                              101	                                    0	                                84	                                           0	                                109	                                      0	                                  91	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/buttonbox.rd                                                          	            13	                 0	              6	                        0	         45	              0	          23	                     0	                              327	                                    0	                               160	                                           0	                                352	                                      0	                                 176	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/combobox.rd                                                           	            10	                 0	              6	                        0	         41	              0	          34	                     0	                              293	                                    0	                               243	                                           0	                                310	                                      0	                                 256	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/dialog.rd                                                             	            22	                 0	              9	                        0	         78	              0	          40	                     0	                              573	                                    0	                               302	                                           0	                                617	                                      0	                                 322	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/dragsite.rd                                                           	            10	                 0	              5	                        0	         35	              0	          26	                     0	                              238	                                    0	                               186	                                           0	                                261	                                      0	                                 204	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/dropsite.rd                                                           	            12	                 0	              5	                        0	         40	              0	          22	                     0	                              286	                                    0	                               169	                                           0	                                310	                                      0	                                 182	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/dynamichelp.rd                                                        	            15	                 0	              7	                        0	         44	              0	          23	                     0	                              322	                                    0	                               188	                                           0	                                347	                                      0	                                 203	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/entry.rd                                                              	             7	                 0	              2	                        0	         23	              0	          13	                     0	                              152	                                    0	                                81	                                           0	                                164	                                      0	                                  88	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/label.rd                                                              	             6	                 0	              3	                        0	         20	              0	          15	                     0	                              134	                                    0	                               100	                                           0	                                145	                                      0	                                 108	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/labelentry.rd                                                         	            18	                 0	             10	                        0	         61	              0	          49	                     0	                              462	                                    0	                               393	                                           0	                                487	                                      0	                                 414	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/labelframe.rd                                                         	             8	                 0	              3	                        0	         30	              0	          20	                     0	                              210	                                    0	                               139	                                           0	                                225	                                      0	                                 148	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/listbox/ListBox__Event_for_Items                                      	             3	                 0	              2	                        0	         11	              0	           9	                     0	                              101	                                    0	                                87	                                           0	                                108	                                      0	                                  92	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/listbox/ListBox__Item                                                 	            25	                 0	             10	                        0	         67	              0	          33	                     0	                              528	                                    0	                               253	                                           0	                                567	                                      0	                                 271	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/listbox.rd                                                            	            47	                 0	             33	                        0	        154	              0	         131	                     0	                             1323	                                    0	                              1169	                                           0	                               1391	                                      0	                                1230	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/mainframe.rd                                                          	            14	                 0	             10	                        0	         55	              0	          47	                     0	                              425	                                    0	                               368	                                           0	                                453	                                      0	                                 392	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/messagedlg.rd                                                         	            11	                 0	              2	                        0	         41	              0	          14	                     0	                              286	                                    0	                               102	                                           0	                                313	                                      0	                                 109	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/notebook/NoteBook__Event_for_Tabs                                     	             3	                 0	              1	                        0	         11	              0	           7	                     0	                              101	                                    0	                                58	                                           0	                                108	                                      0	                                  62	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/notebook.rd                                                           	            31	                 0	             23	                        0	        105	              0	          94	                     0	                              824	                                    0	                               751	                                           0	                                879	                                      0	                                 802	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/pagesmanager.rd                                                       	            13	                 0	              3	                        0	         47	              0	          12	                     0	                              323	                                    0	                                88	                                           0	                                350	                                      0	                                  96	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/panedwindow.rd                                                        	             7	                 0	              3	                        0	         25	              0	          12	                     0	                              171	                                    0	                                88	                                           0	                                186	                                      0	                                  97	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/panelframe.rd                                                         	            10	                 0	              3	                        0	         33	              0	          12	                     0	                              231	                                    0	                                87	                                           0	                                249	                                      0	                                  96	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/passwddlg.rd                                                          	             6	                 0	              2	                        0	         23	              0	          16	                     0	                              170	                                    0	                               120	                                           0	                                181	                                      0	                                 127	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/progressbar.rd                                                        	             4	                 0	              1	                        0	         13	              0	           5	                     0	                               89	                                    0	                                39	                                           0	                                 96	                                      0	                                  43	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/progressdlg.rd                                                        	            12	                 0	              5	                        0	         45	              0	          30	                     0	                              348	                                    0	                               237	                                           0	                                367	                                      0	                                 249	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/scrollableframe.rd                                                    	             8	                 0	              2	                        0	         31	              0	          12	                     0	                              209	                                    0	                                82	                                           0	                                228	                                      0	                                  93	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/scrolledwindow.rd                                                     	             7	                 0	              2	                        0	         24	              0	           8	                     0	                              173	                                    0	                                67	                                           0	                                185	                                      0	                                  72	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/scrollview.rd                                                         	             4	                 0	              1	                        0	         13	              0	           5	                     0	                               88	                                    0	                                38	                                           0	                                 95	                                      0	                                  42	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/selectcolor.rd                                                        	            10	                 0	              4	                        0	         35	              0	          17	                     0	                              254	                                    0	                               130	                                           0	                                273	                                      0	                                 140	                                             0	
rubydoc/refm/api/src/tkextlib/bwidget/selectfont/SelectFont__Dialog                                         	             6	                 0	              2	                        0	         22	              0	          10	                     0	                              181	                                    0	                                85	                                           0	                                194	                                      0	                                  90	                                             0	
